observations,total_return,cagr,annualized_volatility,sharpe_zero_rf,sharpe_excess_rf,sortino,max_drawdown,max_drawdown_duration,calmar,average_l1_turnover,annualized_l1_turnover,total_cost,corporate_action_events_applied,valuation_fallback_count,valuation_fallback_sid_count,unfilled_execution_count,skipped_signed_rebalance_count,average_target_risk_allocation,minimum_target_risk_allocation,maximum_target_risk_allocation,below_full_investment_fraction,leveraged_rebalance_fraction,average_actual_risky_weight,average_long_exposure,average_short_exposure,average_gross_exposure,average_net_exposure,total_short_borrow_fee,factor_id,frequency,top_k,cost_bps,path_type
2134.0,1.4423019538765978,0.11120577108026763,0.19769502801824368,0.6327394566275892,0.4917066218930617,0.6878250235497545,-0.39661204651053983,488.0,0.28038929240469346,0.0705694646205045,0.8500082092809031,0.010556284315058307,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS002_MOM_12_1,monthly,0,10,eligible_ew
2134.0,1.42478005881981,0.11026136172956691,0.19769752977246685,0.6284317039133362,0.4874012675000158,0.6816974647987422,-0.3966436464780948,488.0,0.2779859521477454,0.0705694646205045,0.8500082092809031,0.021025890992283736,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS002_MOM_12_1,monthly,0,20,eligible_ew
2134.0,1.551657007640892,0.11696835951687001,0.1993186217189555,0.6551479931504677,0.5152592456034469,0.7226335519875051,-0.3998417917129534,488.0,0.29253660307935403,0.030079034706385857,1.5770773360956425,0.0,58.0,76.0,31.0,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999834291776703,0.999834291776703,0.0,0.999834291776703,0.999834291776703,0.0,XS002_MOM_12_1,weekly,0,0,eligible_ew
2134.0,1.5346745184998123,0.11608791079872871,0.1993204386775261,0.6511867940538225,0.5112998925970945,0.7169559640792021,-0.39994401389826006,488.0,0.29026040336800685,0.030079034706385857,1.5770773360956425,0.010259775070981737,58.0,76.0,31.0,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999834291776703,0.999834291776703,0.0,0.999834291776703,0.999834291776703,0.0,XS002_MOM_12_1,weekly,0,5,eligible_ew
2134.0,1.517804171109709,0.11520810981500484,0.1993224519060884,0.6472250298613127,0.5073401116294017,0.7112802868035614,-0.4000462224089847,488.0,0.28798699590574456,0.030079034706385857,1.5770773360956425,0.02044004956360218,58.0,76.0,31.0,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999834291776703,0.999834291776703,0.0,0.999834291776703,0.999834291776703,0.0,XS002_MOM_12_1,weekly,0,10,eligible_ew
2134.0,1.4843969655112423,0.11345044916673674,0.1993270671488202,0.6392998531507254,0.4994193127007243,0.6999346757915129,-0.4002505984121406,488.0,0.2834485435295117,0.030079034706385857,1.5770773360956425,0.04056435098521181,58.0,76.0,31.0,34.0,0.0,1.0,1.0,1.0,0.0,0.0,0.999834291776703,0.999834291776703,0.0,0.999834291776703,0.999834291776703,0.0,XS002_MOM_12_1,weekly,0,20,eligible_ew
2134.0,1.460347658311317,0.11217218758834235,0.19769076262759339,0.6371476769299567,0.4961111530499345,0.6941012153291648,-0.3965127807076534,488.0,0.28289677671461055,0.07049012345925117,0.8490525461089934,0.0,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS003_MOM_12_7,monthly,0,0,eligible_ew
2134.0,1.4515181669397337,0.11170011843273153,0.19769152681113597,0.6349977233463607,0.4939620511290201,0.69103994728916,-0.3965279752871983,488.0,0.28169542981634293,0.07049012345925117,0.8490525461089934,0.0052850701231392586,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS003_MOM_12_7,monthly,0,5,eligible_ew
2134.0,1.4427195040200087,0.11122820355337315,0.19769249762990634,0.6328471249091336,0.4918124516733765,0.6879790101031739,-0.39654316986674354,488.0,0.2804945640363718,0.07049012345925117,0.8490525461089934,0.010548430593377154,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS003_MOM_12_7,monthly,0,10,eligible_ew
2134.0,1.4252142434770207,0.11028483638272357,0.19769505916030558,0.6285440205308434,0.48751178717599936,0.681858137490024,-0.39657355902583336,488.0,0.2780942750031892,0.07049012345925117,0.8490525461089934,0.021010343655236057,58.0,76.0,31.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9994128951657669,0.9994128951657669,0.0,0.9994128951657669,0.9994128951657669,0.0,XS003_MOM_12_7,monthly,0,20,eligible_ew
