factor_id,frequency,top_k,signal_date,selected_count,unique_sid_count,score_monotone,nested_passed
XS001_MOM_255_0,weekly,5,2025-09-05,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-09-12,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-09-19,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-09-26,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-10-03,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-10-10,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-10-17,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-10-24,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-10-31,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-11-07,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-11-14,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-11-21,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-11-28,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-12-05,5,5,True,True
XS001_MOM_255_0,weekly,5,2025-12-12,5,5,True,True
