factor_id,frequency,pair_id,left_state,right_state,left_bin,right_bin,observations,calendar_years,mean_active_return,active_ir,mean_rank_ic,relative_log_contribution
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,low,3,3,0.02298281899404664,2.897612190179541,0.011981887583838717,0.06651080778235256
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,mid,7,4,-0.0005820572702861357,-0.07528034990439955,-0.027361815407908472,-0.009264659317311845
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,high,28,7,0.029588680162866397,1.9057061126961359,0.026662948806566143,0.7842796360557418
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,low,3,3,0.0006768476807041587,0.054092154502681566,0.025337427083963786,0.00099993807559845
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,mid,13,5,0.020994038714582684,1.2224722242136314,0.04815462335024286,0.24647740509571398
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,high,3,3,-0.04896820503454028,-4.162210060401576,-0.21535781066464602,-0.1581242732474224
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,low,16,8,0.008479212192931428,1.031775892314765,0.07073662605006266,0.13009332885454997
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,mid,16,7,0.002422885146955975,0.3757388500375089,0.0255241154298261,0.03215887471592283
XS003_MOM_12_7,monthly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,high,12,6,-0.007837894186835568,-0.526202651323511,-0.11086709483906487,-0.08801705203407711
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,low,16,7,0.0026434350297695128,0.3286740796580028,0.035599323212953476,0.03683727898436916
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,mid,19,7,0.003972341485145306,0.4825588364750637,0.021624654675091545,0.06583175418866649
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,low,high,14,7,0.0060851660181059685,0.5020220208031325,-0.040995996073156606,0.10607752066847506
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,low,5,4,0.027195733273929434,3.0161964317533716,0.13810817302421824,0.13272905648679614
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,mid,12,6,0.021846008504144605,1.2692616711532938,0.038239503871627896,0.23316291191592564
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,mid,high,6,3,0.041734397883305074,2.9127548549337448,0.024855807691708434,0.22569579330998407
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,low,1,1,0.028372768265195858,,-0.016386075723936504,0.0280377392413357
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,mid,5,4,-0.006002465103725707,-3.55223071037065,-0.005375848542251713,-0.029623045610267223
XS003_MOM_12_7,monthly,breadth_x_volatility,MKT_BREADTH_RSP63,MKT_LOG_RV21,high,high,23,8,0.010953260333099889,0.5798793237358962,-0.035004648026300995,0.20636499679578318
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,low,4,3,0.030229760196625294,3.427377749981497,0.10291118678841926,0.11580269836393285
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,mid,0,0,,,,0.0
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,low,high,1,1,-0.041825845493765224,,-0.4878268330314115,-0.040126510652694965
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,low,22,8,0.013390072147217597,0.9421174068026874,0.041487938319661105,0.2571574569491936
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,mid,6,3,0.011859225275534494,0.8168484278847283,-0.02369048267531761,0.06773860357967142
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,mid,high,7,4,0.02222670175588778,1.9034349715186367,0.07661364701226588,0.1400300951176468
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,low,26,8,0.007573372435066787,0.5328835177446519,0.005625470678452764,0.17287838770774988
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,mid,14,6,-0.01160501285625472,-0.9191888063570799,-0.08903030255632963,-0.17388608888038226
XS003_MOM_12_7,monthly,dispersion_x_correlation,MKT_XS_DISP21,MKT_AVG_CORR63,high,high,21,6,0.022234752822596158,1.858188512637368,0.03457847656479235,0.4655193637959509
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,low,9,3,-0.0017779353779861199,-0.6255912691344772,0.046025869717948295,-0.01843223827773916
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,mid,28,6,0.0040983238237135965,1.5017826560710983,0.00519834494042247,0.10575743728834779
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,low,high,123,7,0.00526939534713234,1.332443791935784,0.0057397971626467394,0.5884020371163514
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,low,14,7,-0.0017612089923557514,-0.6507433605652606,-0.013654836280788087,-0.026611339015100308
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,mid,44,8,0.006256332399797496,1.7914510088439601,0.0197637392672721,0.2571228657857768
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,mid,high,36,8,0.010862671964231593,3.2882109468705174,0.06914145085277408,0.3713105082131196
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,low,68,9,0.0014317522468856282,0.5677430914639652,0.04426074647582727,0.08329649198232861
XS003_MOM_12_7,weekly,trend_x_volatility,MKT_TREND126,MKT_LOG_RV21,high,mid,72,7,-0.0002431729569165705,-0.07387846726479996,0.008996201707596869,-0.047440869725976276
